;score10_6;score10_8;score35;dist35_10;scorephage;fe;freqAT;host;size10;size35_6;size35_7;size35_9;size35_14;sizephage_23;sizephage_21;sizephage_32;TG;Podo;Sipho;Myo;tp;Bacillus;EColi;Klebsiella;Pectobacterium;Cronobacter;output
NC_011085:192276;-0,459758918;-1,168517954;-0,297121277;0,007779682;-0,786803035;-0,612503289;-0,502683174;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_011040:phi10;-0,553901822;1,127021057;-0,73169055;0,007779682;3,741788353;0,572449029;0,253231374;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1
NC_001416:22475;-1,409494777;-1,395380336;-0,648234242;-1,485919302;0,245405342;-1,622970549;-1,636554996;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_001978:105465;-1,354116581;-0,639813435;-0,689996693;-1,485919302;0,038771954;-1,902367507;-1,636554996;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_000924:pR;0,761330044;-0,116876551;0,659886843;0,007779682;-0,105024697;0,691717296;0,757174405;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1
KU574722:Porf_234;0,038644717;2,359383396;0,067113153;0,007779682;-0,001608879;1,270389257;1,387103195;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
KU574722:164398;-0,941549105;1,121253422;1,134124445;-0,73906981;-0,831947365;1,024122373;1,135131679;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
KU574722:Porf_166;1,849511427;1,301974266;1,134124445;0,381204428;-0,491876455;1,062774126;1,135131679;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
KP025626:P3;-0,21609488;-0,835914761;-0,909466341;0,007779682;2,438238249;-0,732875891;-0,75465469;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_021190:284183;0,71979638;2,190197913;0,528940695;1,501478666;0,127341706;0,393546629;0,379217131;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0
NC_019401:Porf338;1,068678997;0,192655919;1,941036167;0,381204428;-0,527845404;0,362625226;0,505202889;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1
NC_001604:phiOR;0,689338343;1,301974266;-2,160764766;0,381204428;3,963940818;0,777855488;0,379217131;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
KU574722:166510;0,66441825;0,717515409;-0,302744523;-0,73906981;-0,440806904;1,317875697;1,261117437;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_009935:P4;-0,695116194;-0,643658556;-0,336501028;0,381204428;3,88848109;-0,599251259;-0,75465469;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_001604:75253;-1,694692412;-1,208891765;0,978404633;1,12805392;-0,785162429;-0,983560119;-1,006626206;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
NC_010326:255065;-1,163061833;-1,876020757;-1,293688694;0,007779682;-0,125566687;-1,86482009;-1,888526512;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
NC_001271:phi3.8;-0,639738006;1,121253422;0,228776705;-1,112494556;3,744341889;0,042367843;-0,1247259;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_004165:C1a;0,478901315;1,611506691;1,941036167;1,501478666;0,737622706;0,416737681;0,631188647;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1
KU574722:155639;0,769636698;0,281093781;-1,046369376;-1,485919302;-0,382292308;0,995409642;1,009145921;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_000866:P8.1;0,689338343;-0,272604078;1,692049279;0,381204428;-0,066494116;0,856263331;0,757174405;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1
NC_011085:192257;-0,468065637;-0,053432007;-0,13994663;-0,73906981;0,72613204;-0,15420393;-0,250711658;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
KU574722:177409;-0,155178937;1,301974266;-1,108484684;0,007779682;0,701874002;0,646439528;0,631188647;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_001825:104353;0,573044137;-1,045474009;-0,801363152;-1,485919302;-0,57333073;-0,705267496;-0,75465469;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_023567:131584;0,71979638;-0,697490288;-1,224555726;-1,859344048;-0,426478084;-1,201114272;-1,006626206;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
NC_004831:49109;-0,072111609;0,436821342;0,405489095;0,007779682;-0,238038822;0,09316729;0,001259858;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_004777:A2;0,650573651;-0,080347873;1,941036167;0,754629174;-0,384630435;-0,021683634;0,001259858;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_023567:134145;-0,074880516;-0,520614587;-1,233524228;0,007779682;0,212915815;0,134027715;0,001259858;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
NC_000866:P57A-late;0,88039309;2,540104149;0,029929514;1,12805392;-0,106781129;1,387448852;1,387103195;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
NC_005856:37266;0,343224698;-0,695567728;-0,050018372;0,007779682;0,20266928;0,444346076;0,379217131;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0
NC_001317:289349;-1,185213118;-0,080347873;0,231657402;1,874903412;0,801626069;-1,070802647;-0,880640448;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
KP025626:248085;-0,384998376;-0,964726434;-0,727434923;0,381204428;0,0010841;-1,024420543;-1,006626206;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_002371:45992;-0,936011292;-0,334126062;-1,385704936;-0,365645064;-0,78646204;-1,03325523;-0,880640448;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
KU574722:Porf_300;1,849511427;1,13471139;1,623040248;0,007779682;0,54866541;1,244989534;1,135131679;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
NC_019401:210954;-1,057843286;1,699944553;1,050074935;0,007779682;-0,279625408;0,698343311;0,631188647;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_028870:A1;0,060796035;0,965525907;0,87223198;0,007779682;-0,601921517;0,778959824;1,009145921;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1
NC_000924:13420;-1,218440029;-1,318477835;-1,43336785;-1,859344048;-0,71809767;-1,853776732;-1,510569238;1;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0
AY543070:281314;-1,027385298;-0,251455896;-0,325041733;0,007779682;-0,11013165;-0,33310633;0,001259858;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
NC_001895:pOgr;1,431406081;1,261600456;-0,083321221;0,381204428;-0,816168022;1,170999035;1,387103195;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1
NC_019401:208632;-0,301931081;0,075379654;-0,295666357;0,007779682;-0,67209889;0,463119784;0,505202889;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_000924:13155;0,705951782;0,229184609;-0,219473358;-1,112494556;-1,034976413;-0,753858271;-0,75465469;1;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0
NC_005856:31417;-1,027385298;-0,059199687;-1,043585217;-1,112494556;0,190043821;-0,887482904;-0,75465469;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
NC_019401:235607;-0,019502386;-0,147637543;0,690947497;-1,859344048;-0,836118811;0,880558718;1,261117437;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
NC_002649:3573;-0,182868002;2,540104149;-0,372602236;-1,112494556;-0,830647816;0,575762036;0,379217131;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
NC_011048:10708;-0,061035983;0,367609083;0,093633088;1,12805392;-0,694877892;0,774542481;0,757174405;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0
NC_001416:23782;0,060796035;0,506033556;-0,818785979;0,007779682;-0,657803481;-0,012848947;-0,1247259;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_000866:P26.0;1,849511427;1,121253422;1,58744749;-1,485919302;0,000944596;1,490152082;1,387103195;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_000866:P128.6;0,66441825;-0,122644238;1,941036023;0,381204428;-1,120454398;1,04068741;1,135131679;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1
NC_006949:PR;0,71979638;1,128943663;1,583588382;0,007779682;0,500149334;1,652489445;1,513088953;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1
NC_011976:298288;0,456750063;0,492575634;0,543097026;-0,365645064;-0,166308144;1,24057219;1,135131679;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0
NC_000866:66672;0,71979638;0,192655919;0,978404633;1,501478666;-0,28632156;0,627665819;0,631188647;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
EU236438:264051;-0,786490196;-2,054819087;-2,143069352;0,007779682;-0,595423618;-2,763749435;-2,770426818;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_003525:109938;-0,492985829;0,786727577;-1,074265354;1,12805392;-0,198226606;0,369251241;0,379217131;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0
NC_011040:198984;-1,063381116;0,006167417;-0,125790214;1,12805392;-0,454851045;-0,178499318;-0,376697416;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
NC_002166:18426;-0,4237631;0,142669331;-0,214267369;-0,365645064;-0,765098471;-0,601459931;-0,628668932;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0
NC_019401:212579;0,343224698;0,386834685;-0,787442357;-1,859344048;0,289487504;0,132923379;0,505202889;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
KU574722:172973;1,215431109;-1,201201524;0,174527168;-1,112494556;-0,518748345;0,18261849;0,253231374;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_011043:phi2.5;-0,490216922;-0,776315349;-0,332288699;0,007779682;2,978298806;-0,428079209;-0,75465469;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1
KU574722:153487;0,650573651;-0,695567728;-1,031074363;-1,112494556;-0,114249589;0,125193028;0,253231374;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0
NC_000866:P49.1;1,849511427;0,72136053;1,161470832;-1,112494556;0,459836232;0,533797276;0,505202889;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
NC_011040:198370;-0,409918534;-0,428331605;-0,911467398;-0,365645064;-0,292621222;0,155010095;0,001259858;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
NC_012418:261564;-1,747301702;-1,977916678;-1,208750627;1,874903412;0,273996129;-1,932184574;-1,888526512;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_000866:68747;-1,279356039;-1,095460666;-0,126307846;0,007779682;-0,426478084;-0,508695723;-0,75465469;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0
NC_001317:289245;0,060796035;1,519223801;0,921779308;1,12805392;-0,087150358;-0,632381333;-0,250711658;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0
NC_005856:39222;0,2020104;0,461814625;-0,384143512;1,874903412;-0,205864721;-0,139847565;-0,250711658;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
NC_005856:p2Ssb;0,578582082;0,717515409;0,274126564;0,381204428;-0,788079802;1,60389867;1,639074711;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_004777:193836;-0,733880919;0,088837599;1,279226924;-0,73906981;-0,608059637;0,38802495;0,379217131;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
NC_000866:P55.9;1,240351333;0,063844293;-0,122251131;0,007779682;0,166920591;0,491832515;0,505202889;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_000902:83254;0,060796035;1,301974266;0,498840327;-1,859344048;-0,6297642;-0,428079209;-0,376697416;1;1;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0
NC_005856:p1Ssb;0,650573651;0,717515409;-0,090399386;1,874903412;-0,788079802;1,120199588;1,135131679;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_019401:223253;0,689338343;-0,022671009;0,061781343;-0,365645064;-0,731879624;0,490728179;0,505202889;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_028870:142515;-0,664658198;0,267635859;-0,290956064;-1,112494556;-0,355265448;-0,865396188;-1,006626206;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0
NC_009936:245136;0,459518904;-1,876020757;-2,148436571;0,007779682;1,400477395;-2,037096476;-1,888526512;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_028870:143189;-0,780952377;-0,457170031;-0,122251131;-0,365645064;0,581860579;-0,144264908;-0,1247259;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
NC_001604:73702;-1,331965296;-1,689532278;0,174527168;-1,112494556;0,040071534;-0,460104948;-0,376697416;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0
NC_000866:P26(w);-0,520674927;2,540104149;1,321695918;0,007779682;-0,023313435;1,57739461;1,513088953;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
AY543070:P-J5;1,124057128;-0,436021846;1,941036167;0,381204428;-0,246742659;0,616622461;0,505202889;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
NC_028870:140365;-1,810986552;-0,739786659;1,491572061;0,754629174;-0,556424826;-0,296663249;-0,250711658;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
NC_000866:P5.3/2;1,849511427;0,069611973;0,387377214;0,754629174;-0,745947382;0,936879844;1,009145921;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_011048:10166;0,058027129;0,540639686;0,497088865;1,501478666;-0,772758894;0,858472002;1,009145921;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0
NC_006949:295659;0,420754213;0,986674024;-0,20365012;0,754629174;0,086486068;0,470850135;0,505202889;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0
NC_011976:297554;-0,061035983;-0,163018042;-0,280724922;-1,859344048;-1,056802284;-0,902943605;-0,880640448;1;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
NC_003298:phi1.1;0,705951782;-0,660961598;-0,430890727;0,381204428;2,811045892;0,066663231;-0,1247259;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
KU574722:150494;1,431406081;-0,772470228;-0,673291739;-1,859344048;-0,733180009;-0,398262143;-0,1247259;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_000924:16199;0,058027129;-0,280294325;0,422768042;1,501478666;-0,056097467;0,363729562;0,631188647;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_011085:191915;0,168783455;-0,245688209;0,448725465;-1,485919302;-0,816352407;-0,0515007;0,001259858;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_005045:96863;-0,653582555;-1,355006525;-0,78946566;0,007779682;-0,251034636;-2,11219131;-1,888526512;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_002166:19532;-0,451452198;-0,616742667;-0,118712049;-0,73906981;-0,113961867;0,129610372;0,127245616;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0
NC_005856:p1Ban;0,88039309;1,430785939;-0,090399386;0,381204428;-0,848841934;0,816507242;0,757174405;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
NC_013649:129517;-0,43206982;-1,168517954;-0,960278971;0,007779682;0,244105762;-1,871446105;-1,888526512;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0
NC_019401:203363;1,124057128;1,127021057;-0,100107899;-1,112494556;-0,739563726;0,992096634;1,135131679;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0
AY543070:276063;-0,490216922;-0,451402351;0,302439227;0,754629174;-0,19589438;-0,26463751;-0,1247259;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
KU574722:166179;0,88039309;0,957835666;-0,483237999;-0,73906981;-0,481662557;1,284745622;1,261117437;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_006949:294461;1,431406081;-0,547530453;-0,122251131;1,501478666;0,289591087;-0,274576533;-0,1247259;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
KU574722:148674;-0,407149628;-0,695567728;0,723590502;0,754629174;-0,128005988;-0,286724226;-0,376697416;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0
NC_002730:100570;-1,365192207;-0,920507503;0,58556602;-0,73906981;0,228510773;0,014759448;0,001259858;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_004665:phi5;-0,509599268;0,244565137;-0,182415623;0,754629174;1,715604416;-0,131012878;-0,250711658;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_001604:phi1.6;-0,398842908;0,373376763;0,029929514;0,381204428;3,340892551;0,050098194;-0,1247259;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
KP025626:A3;1,215431109;-0,866675771;1,941036167;0,007779682;-0,499536879;-0,477774321;-0,250711658;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_000866:57078;-0,0111956;1,430785939;-0,076243055;1,12805392;0,251903241;0,550362313;0,631188647;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
NC_000866:71232;-1,121528202;0,069611973;0,316595558;-0,365645064;-0,158709622;0,522753918;0,631188647;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0
KU574722:Porf_244;1,849511427;0,069611973;1,485528704;0,007779682;-1,115812835;1,610524685;1,639074711;1;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1
NC_004913:86380;0,038644717;0,192655919;-0,795794834;-1,859344048;-0,800757449;-0,831161778;-0,628668932;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_002166:20719;-0,891708747;-0,770547668;-0,050018372;0,381204428;-0,166561861;-1,015585857;-0,75465469;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_011040:198374;-0,639738006;-1,045474009;-0,077481183;-1,112494556;0,335076443;-0,476669985;-0,75465469;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
NC_003525:113092;0,24908181;-0,511001763;-0,912729612;-1,859344048;-0,557735771;-0,721832533;-0,628668932;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_010326:P2;-0,277010923;-1,170440561;-2,045446205;0,007779682;3,343489735;-1,330321561;-1,510569238;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_001609:47677;-2,724726626;0,621387307;0,723484745;0,381204428;-0,324424284;-1,908993522;-1,762540754;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0
NC_003298:53097;-0,177330189;0,398370092;-1,045952671;0,381204428;-0,413995392;0,462015449;0,631188647;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
NC_000866:72821;0,085716194;-0,472550536;-0,178876541;-0,365645064;0,440142652;0,512814896;0,505202889;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
NC_019401:220632;-0,0111956;0,709825169;-1,263815979;-1,112494556;0,420991563;0,453180762;0,379217131;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_001609:47539;-1,135372735;-0,739786659;0,235196569;-0,73906981;0,047869021;0,151697088;0,379217131;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0
NC_002371:43520;-0,130258712;0,077302214;-0,539651974;-1,859344048;0,05176776;-0,373966755;-0,376697416;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_002649:3116;-0,088725115;0,192655919;0,87223198;1,874903412;-0,227642168;0,823133256;0,757174405;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
KP025626:246297;-1,453797281;-0,609052426;-0,051469475;0,754629174;-0,394844333;-0,86208318;-1,132611964;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_019401:207794;1,849511427;1,301974266;-0,646035934;-0,73906981;-0,577442276;1,102530215;0,883160163;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
NC_009936:242348;-2,287239001;-1,881788576;-0,709082862;0,007779682;0,769136542;-2,203851182;-2,266483786;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_000866:P10;-0,966469289;2,359383396;0,87223198;0,007779682;-0,804677356;0,776751153;0,883160163;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_011048:10362;-0,074880516;-1,095460666;-1,569737411;1,874903412;-0,405260726;-0,541825797;-0,628668932;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
KP025626:A4;-0,988620557;-0,868598331;1,941036167;0,007779682;-1,139948065;-1,04098558;-1,006626206;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1
NC_010326:256764;-0,061035983;-1,008945319;-0,949573943;0,007779682;-0,545107738;-0,889691575;-0,75465469;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
NC_027375:251471;-2,32323472;-0,968571554;0,111841894;-1,859344048;-0,332239515;-1,484928574;-1,258597722;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_004679:102451;-0,498523642;-0,451402351;1,134124445;0,381204428;-0,384630435;1,136764625;1,261117437;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
KU574722:Porf_251;-0,828023833;2,359383396;1,491572061;-0,365645064;0,294594453;1,148912319;1,009145921;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
NC_001317:290741;-0,492985829;-0,44371211;0,793961446;-1,859344048;-0,261431275;0,391337957;0,505202889;1;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_000866:P9(a);0,478901315;2,540104149;0,943013805;0,007779682;-0,125452514;0,688404288;0,505202889;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_004777:phi1.3;-0,4237631;-0,111108871;0,284743728;1,12805392;2,985959169;-0,074691752;-0,250711658;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_013649:126066;-1,675310067;-0,701335408;0,067295218;-1,485919302;0,158333415;-0,972516761;-0,880640448;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
NC_003298:53839;-1,539633515;-0,691722607;-0,214267369;1,12805392;-0,978800041;-0,308810943;-0,502683174;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0
KU574722:Porf_265;1,849511427;0,965525907;1,941036171;0,007779682;-0,239082236;1,237259183;1,387103195;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
EU056923:268365;-0,360078184;-1,629932866;-0,972838795;0,007779682;0,342873922;-2,257963636;-2,266483786;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_005856:p123;1,431406081;1,13471139;-1,195949014;0,381204428;-0,222484636;0,770125138;1,009145921;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_000866:PmotB;1,849511427;1,127021057;1,941036023;0,381204428;-0,864684098;0,849637316;0,757174405;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_000929:pMom;0,650573651;0,088837599;1,335653431;0,007779682;-0,556424826;0,050098194;0,001259858;1;1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1
NC_004831:P7;-0,340695806;-0,30336507;0,235196569;-0,365645064;1,433445209;0,241148288;0,127245616;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_011040:200287;-0,855712925;-0,920507503;-0,794677539;1,12805392;-0,354947488;-0,866500523;-0,880640448;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
NC_004777:phi4.3;-0,288086549;0,417595694;0,231657402;-0,73906981;3,165979274;0,055619873;0,001259858;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_011040:phi6.5;-0,398842908;1,127021057;-0,352291767;0,381204428;3,278332152;0,185931498;0,001259858;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
NC_000866:P65.1;1,124057128;0,723283044;-0,960278971;0,007779682;0,159632995;0,290843399;0,379217131;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1
NC_009936:244490;-0,459758918;-1,36461928;-0,696523069;0,007779682;0,609288068;-1,096202371;-1,132611964;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
AY543070:273332;0,761330044;-0,147637543;-0,375386395;-1,859344048;-0,114578617;0,575762036;0,253231374;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
NC_011040:197794;0,24908181;-0,280294325;-1,505756059;-1,485919302;0,245405342;0,02469847;-0,250711658;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
EU056923:268330;-1,52302001;-0,951268466;-0,960278971;0,007779682;0,228510773;-2,15967775;-2,01451227;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_000866:63459;0,636729053;1,549984764;-0,518628827;0,007779682;-0,405260726;0,888289069;0,883160163;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
KU574722:164841;0,060796035;0,373376763;1,491572061;0,007779682;-0,209717249;1,504508447;1,513088953;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0
KU574722:153378;-0,398842908;0,421440815;1,941036167;-0,365645064;-0,006715835;0,448763419;0,505202889;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_011043:phi1.6;-0,490216922;0,492575634;-1,16330417;-1,485919302;2,530163574;0,305199764;0,001259858;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1
