;score10_6;score10_8;score35;dist35_10;scorephage;fe;freqAT;host;size10;size35_6;sizephage_23;sizephage_21;TG;Podo;Myo;tp;EColi;Pectobacterium;Cronobacter;output
NC_004914:118321;-0,454600138;-1,228013894;0,38024781;-0,739453962;0,247223894;-1,417824561;-1,208618934;1;1;1;0;1;0;1;0;1;1;0;0;0
NC_021190:PR;0,739565265;0,228035998;1,248678281;0,395802401;-0,588007816;0,702031246;0,843147957;1;1;1;1;0;0;0;0;1;1;0;0;1
NC_001604:phiOL;-0,687192907;1,400746435;-0,079742864;0,017383613;3,846943709;1,81554784;1,740795971;0;0;0;1;0;0;1;0;0;1;0;0;1
NC_019401:216681;1,318210717;-0,05727109;-1,246685369;-0,361035175;-0,636364226;1,286430026;1,099618818;1;1;1;0;0;0;0;1;0;0;0;1;0
NC_019401:210881;0,135391361;0,350029347;0,358262248;0,017383613;-0,176850987;0,548598361;0,586677095;1;1;1;0;1;0;0;1;0;0;0;1;0
NC_000902:80854;0,328273133;0,259518129;-1,234077372;-1,11787275;-0,50974253;0,609520242;0,843147957;1;1;0;0;1;0;1;0;1;1;0;0;0
NC_000902:83216;-0,57089652;-1,554641372;0,453533015;-0,361035175;-0,338954716;-0,651788322;-0,695677211;1;1;1;0;1;1;1;0;1;1;0;0;0
NC_000866:71782;-0,664500929;0,450378732;0,358262248;0,017383613;-0,435862933;1,394735591;1,48432511;1;1;1;1;0;1;0;1;0;1;0;0;0
NC_001604:76339;-1,002044115;0,086366271;0,423731188;-1,874710325;-0,326375515;-0,049338614;-0,054500058;1;1;0;1;0;0;1;0;0;1;0;0;0
NC_019401:224847;0,600576959;-0,911224675;0,930843795;0,395802401;0,255187528;0,619673889;0,586677095;1;1;0;1;0;0;0;1;0;0;0;1;0
NC_000924:15784;0,05313288;-0,923030521;-1,929306781;0,395802401;-0,120404161;-0,861630355;-0,695677211;1;1;0;0;1;0;1;0;1;1;0;0;0
NC_004914:115810;0,382166667;-0,04546528;-1,049844729;0,017383613;1,018663883;-0,632609212;-0,823912642;0;1;0;0;1;0;1;0;1;1;0;0;0
NC_003525:113308;0,725382724;-0,631820533;-0,501945073;0,017383613;-0,515531943;-0,16892601;-0,182735489;1;1;0;0;1;0;1;0;1;1;0;0;0
NC_003298:phiOR;-1,047428063;-0,04546528;-0,19603591;-1,496291537;4,132748568;0,644493914;0,458441665;0;1;0;1;0;0;1;0;0;1;0;0;1
NC_023567:133133;-1,512613661;-0,383898498;0,38024781;0,774221188;-0,202903379;-0,445330838;-0,310970919;1;1;1;0;1;0;1;0;0;0;0;0;0
AY543070:PN26;1,967768738;-0,05727109;0,607432122;0,395802401;-0,331717916;1,510938437;1,48432511;1;1;1;0;1;1;0;0;0;1;0;0;1
NC_001416:23586;-0,687192907;0,788812009;-0,184048884;0,017383613;-0,626978242;-0,597635539;-0,567441781;1;0;1;0;1;0;0;0;1;1;0;0;0
KU574722:161652;0,424714019;1,526675144;-0,752129984;-1,11787275;-0,205512791;0,556495642;0,586677095;1;0;0;1;0;0;0;1;0;0;1;0;0
NC_019401:220985;0,796295158;0,611724838;-0,089378354;-1,874710325;-0,745840351;0,917514194;0,843147957;1;1;0;1;0;0;0;1;0;0;0;1;0
NC_000929:28925;0,05313288;-0,189102637;-1,596868659;0,395802401;0,119856692;-1,262135311;-0,952148073;1;1;0;0;1;0;0;1;1;1;0;0;0
NC_011976:301628;-0,431908147;-1,228013894;-0,480236171;0,395802401;0,297881307;-1,077113303;-0,952148073;1;1;0;0;1;0;1;0;1;0;0;0;0
NC_002371:46344;-0,41772564;-0,051368191;-0,924230159;0,395802401;0,477353274;-0,681121079;-0,43920635;0;1;1;0;1;0;1;0;1;1;0;0;0
KU574722:Porf_204;0,739565265;2,477042847;0,85036155;-1,11787275;0,080292035;1,873085172;1,869031402;1;0;0;1;0;0;0;1;0;0;1;0;1
NC_002166:19400;0,2034673;1,209885878;0,063401496;-1,496291537;-0,771713698;-0,087696836;0,073735373;1;1;0;0;1;0;0;0;1;1;0;0;0
NC_003525:111156;0,112699336;1,247270955;-0,982995929;-1,11787275;-0,253560775;0,556495642;0,714912526;1;0;0;0;1;0;1;0;1;1;0;0;0
NC_011040:phi2.5;-0,100037967;0,13162188;0,10542794;1,909477551;4,124217157;0,742645833;0,586677095;0;1;1;1;0;0;1;0;0;1;0;0;1
NC_021190:PR';0,640287884;0,086366271;0,38757633;0,395802401;-0,509802522;0,266552618;0,330206234;1;1;1;1;0;0;0;0;1;1;0;0;1
NC_011043:189224;-0,179459885;-0,848260367;-0,931558679;1,152639976;-0,103035905;-0,559277318;-0,823912642;1;1;1;0;1;1;1;0;0;0;0;0;0
NC_019401:210006;-0,687192907;-0,383898498;1,248678281;-0,739453962;-0,336570255;0,34326906;0,458441665;1;1;1;0;0;0;0;1;0;0;0;1;0
NC_004679:PL2;1,343739236;0,54088995;0,358262248;1,909477551;1,662882992;1,621500369;1,740795971;1;1;1;1;0;0;1;0;0;0;0;0;1
KU574722:Porf_298;0,410531613;1,711632754;-0,469861448;1,909477551;0,266562834;1,851649695;1,869031402;1;0;1;1;0;0;0;1;0;0;1;0;1
NC_027375:249988;-0,613443974;-0,415380675;-0,316416526;0,017383613;0,09308927;-0,445330838;-0,567441781;1;1;0;1;0;0;1;0;0;0;0;0;0
NC_001416:26013;-1,237473409;0,133589513;0,957019106;-1,874710325;0,705934421;-0,743171143;-0,567441781;1;1;0;1;0;0;0;0;1;1;0;0;0
NC_000866:56903;0,541010503;2,303890942;-0,412233726;-1,11787275;0,030525026;1,42858108;1,227854249;1;0;0;1;0;0;0;1;0;1;0;0;0
NC_004777:phi3.8;-0,857382752;1,036733973;0,039471255;-0,361035175;3,635078472;0,07363333;0,073735373;0;0;1;1;0;0;1;0;0;0;0;0;1
NC_011085:191982;0,402022062;-0,732169918;-0,440547366;1,531058763;-0,326375515;0,273321716;0,073735373;1;1;1;1;0;0;1;0;0;0;0;0;0
NC_000866:71658;1,28984577;0,489731442;-0,609955525;-1,11787275;-0,702084782;0,967154244;0,843147957;1;1;0;0;0;0;0;1;0;1;0;0;0
NC_005856:31815;-0,837527264;-0,736105184;0,38757633;1,531058763;-0,528558156;-0,651788322;-0,567441781;1;1;1;0;1;0;0;1;1;1;0;0;0
NC_005856:p223;1,539457571;0,69830079;-0,0557996;1,531058763;-0,613602254;1,298840039;1,48432511;1;1;1;1;0;0;0;1;1;1;0;0;1
NC_004777:195716;-1,183579942;-1,228013894;-0,752129984;-1,11787275;-0,37948064;-1,136907001;-1,080383503;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_000866:66952;0,135391361;1,408616967;-0,270984483;-1,496291537;-0,595136472;1,6790377;1,612560541;1;0;0;0;1;0;0;1;0;1;0;0;0
KU574722:175332;0,77927619;1,215788731;-0,588074585;-1,874710325;-0,621188829;0,79454225;0,714912526;1;1;0;0;1;0;0;1;0;0;1;0;0
NC_003525:114289;0,424714019;0,259518129;0,369254942;0,774221188;0,563742965;-0,411485349;-0,182735489;1;1;1;1;0;0;1;0;1;1;0;0;0
NC_013649:127585;0,56370246;-0,08875325;-1,023352868;-1,496291537;0,137224948;-0,887578563;-0,952148073;1;1;0;0;1;0;1;0;0;0;0;0;0
KU574722:169585;-0,060326974;-0,051368191;1,618768831;0,017383613;0,027226002;0,752799479;0,714912526;1;1;1;0;1;0;0;1;0;0;1;0;0
NC_013649:128486;-0,003597013;-0,049400546;0,171384712;1,909477551;-0,887635596;-0,683377445;-0,695677211;1;1;1;0;0;0;1;0;0;0;0;0;0
EU438902:P4;0,424714019;0,928514103;0,38024781;1,909477551;-0,319265949;1,675653152;1,612560541;1;1;1;1;0;0;1;0;0;0;0;0;1
NC_004831:P9;-0,239026307;0,208359643;-0,147406194;-0,739453962;2,575752015;0,399678209;0,201970803;0;1;1;1;0;0;1;0;0;0;0;0;1
NC_001317:290182;-0,891420713;-0,566888545;1,087450654;0,017383613;-0,380927993;-1,116599707;-1,080383503;1;1;1;0;1;0;0;0;1;1;0;0;0
NC_005856:pDarB;1,318210717;-0,049400546;0,453533015;1,152639976;-0,398296231;0,435780064;0,458441665;1;1;1;0;1;0;0;1;1;1;0;0;1
NC_003525:111419;-0,840363767;-0,421283575;0,060518792;-1,496291537;-0,414217151;0,399678209;0,714912526;1;1;0;0;1;0;1;0;1;1;0;0;0
NC_001978:106862;-1,075793044;-1,562511904;-1,534579398;0,017383613;-0,30055896;-2,340678233;-2,36273781;1;1;0;0;0;0;0;0;1;0;0;0;0
KU574722:148904;0,861534603;1,711632754;-0,286648259;-0,361035175;-0,714558193;1,274020013;1,356089679;1;0;1;1;0;0;0;1;0;0;1;0;0
KP025626:246303;-0,61060748;-0,596403089;-0,63996208;-1,11787275;-0,152245965;-1,400901816;-1,465089795;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_001978:109062;-1,339587284;-0,592467823;-0,78976379;0,017383613;-0,493821645;-0,832297598;-1,080383503;1;1;0;0;1;0;0;0;1;0;0;0;0
NC_005856:Lp23;1,539457571;0,489731442;-1,163809952;0,395802401;0,053275658;0,320705401;0,458441665;1;1;0;1;0;0;0;1;1;1;0;0;1
NC_000902:79450;0,036113912;-0,464571551;-0,056335541;0,017383613;0,041699547;-0,553636403;-0,695677211;1;1;0;0;1;0;1;0;1;1;0;0;0
KU574722:180861;1,539457571;0,273291607;0,010157085;0,774221188;-0,524021654;1,604577624;1,740795971;1;1;1;1;0;0;0;1;0;0;1;0;0
NC_019401:220413;0,54384693;0,176877489;-0,165727583;0,017383613;-0,136325063;0,180810712;0,201970803;1;1;1;0;1;0;0;1;0;0;0;1;0
NC_019401:211579;0,061642432;-0,059238723;-0,05213534;1,909477551;-0,48224282;0,926539657;0,971383387;1;1;1;0;1;0;0;1;0;0;0;1;0
NC_002730:pI;-0,897093711;-1,23391684;1,072793613;1,531058763;0,430083022;-0,458869034;-0,310970919;1;1;1;1;0;0;1;0;1;1;0;0;1
NC_004831:52929;-0,321284753;-0,651496865;-0,689717283;-0,361035175;0,281960422;-0,226463341;-0,182735489;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_006949:296603;-1,200598944;0,001757963;-0,706537911;0,017383613;-1,052500492;-0,026774955;0,201970803;1;0;0;0;1;0;0;0;1;0;0;0;0
NC_001271:123533;0,974994525;-0,043497646;-0,990186909;0,017383613;0,432485291;-0,395690787;-0,43920635;1;1;1;0;1;0;1;0;0;0;0;0;0
KU574722:155345;1,167876432;0,033240117;0,354547816;-1,874710325;-1,068421412;1,057408882;1,099618818;1;1;0;0;1;0;0;1;0;0;1;0;0
AY543070:280130;1,28984577;-0,153685207;0,613985222;-1,11787275;-0,168166868;0,43803643;0,458441665;1;1;0;0;1;0;0;0;0;1;0;0;0
AY543070:P033;1,967768738;1,178403748;0,607432122;0,395802401;0,205250617;1,497400242;1,48432511;1;1;1;0;1;0;0;0;0;1;0;0;1
NC_000866:P128.2;1,403305692;0,50940782;1,826336935;0,017383613;-0,702084782;1,167970814;1,099618818;1;1;0;0;0;1;0;1;0;1;0;0;1
NC_004831:P3;-0,284410289;0,615660104;1,02882249;0,017383613;2,45631117;0,237219861;0,330206234;0;1;1;1;0;0;1;0;0;0;0;0;1
NC_019401:207730;0,974994525;0,182780389;-0,222442693;0,017383613;-1,026448135;-0,088825018;-0,054500058;1;1;0;0;1;0;0;1;0;0;0;1;0
NC_019401:212230;0,489953464;-0,08875325;-0,187388006;-1,874710325;-0,648968164;0,835156837;0,843147957;1;1;0;0;0;0;0;1;0;0;0;1;0
NC_004665:A4;0,489953464;0,35789988;-1,067136441;-0,361035175;0,258031355;0,026249645;-0,054500058;1;1;1;1;0;0;1;0;0;0;0;0;1
NC_019401:201815;0,489953464;0,444475832;-0,506504051;-0,361035175;-0,571543887;1,266122732;1,099618818;1;1;1;0;0;0;0;1;0;0;0;1;0
NC_003525:pR;0,853025186;-0,05727109;0,75766688;0,017383613;-0,056211762;0,721210356;0,843147957;1;1;1;1;0;0;1;0;1;1;0;0;1
NC_000866:73433;-0,295756268;0,444475832;1,39891304;-0,739453962;-1,109850471;0,663673025;0,843147957;1;1;1;1;0;0;0;1;0;1;0;0;0
NC_019401:224904;0,54384693;-0,405542486;-1,550875533;-1,874710325;-0,234745166;-0,068517725;0,073735373;1;1;0;0;1;1;0;1;0;0;0;1;0
NC_011976:299867;-0,624789961;1,300397097;-0,562130872;-1,874710325;0,38616992;-0,286257039;-0,310970919;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_011976:300020;-2,258612502;-0,777425527;0,75766688;0,774221188;0,06129153;-1,264391677;-1,080383503;0;1;1;0;0;0;1;0;1;0;0;0;0
NC_010326:254085;-0,403543166;-1,778951739;-0,993103678;-1,11787275;0,962217075;-1,475361893;-1,593325226;0;1;0;0;1;0;1;0;0;0;0;0;0
EU438902:292555;-0,948150666;0,176877489;1,39891304;1,909477551;0,316329864;0,8972069;0,843147957;1;1;1;1;0;0;1;0;0;0;0;0;0
NC_004831:48578;-1,396317245;-1,731728543;-1,475051067;-1,11787275;0,441273534;-1,600590203;-1,849796087;0;1;0;0;0;0;1;0;0;0;0;0;0
NC_001609:48565;1,539457571;-0,681011409;-1,720951157;-1,11787275;-0,298267181;-0,888706746;-0,823912642;1;1;0;0;0;0;0;1;1;1;0;0;0
NC_028870:141843;-1,132523005;-1,135535089;0,711994942;-1,496291537;0,019989232;-0,223078792;-0,310970919;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_001978:107697;-1,257328871;-1,491677017;-0,579789343;1,152639976;-0,532900216;-1,306134447;-1,336854365;1;1;1;0;1;0;0;0;1;0;0;0;0
KU574722:166734;0,753747806;1,394843582;1,02882249;0,017383613;-0,916470071;0,804695896;0,586677095;1;1;1;1;0;0;0;1;0;0;1;0;0
KU574722:180071;0,101353357;0,62549827;-0,599605124;-1,874710325;0,863766957;0,610648425;0,586677095;0;1;0;1;0;0;0;1;0;0;1;0;0
NC_000866:P59.7;0,56370246;1,711632754;-0,079742864;0,017383613;-0,687541808;1,454529289;1,48432511;1;0;0;1;0;0;0;1;0;1;0;0;1
NC_005856:p2Cre;0,288562208;0,381511525;0,622089163;0,774221188;0,6901144;-0,656301054;-0,43920635;1;1;1;0;1;1;0;1;1;1;0;0;1
NC_028816:137493;0,132554866;0,127686614;-0,649410376;0,774221188;-0,23763989;0,530547434;0,458441665;1;1;1;0;1;0;1;0;0;0;0;0;0
KU574722:172620;0,541010503;0,800617808;-0,683201671;-1,11787275;-0,771713698;0,896078717;0,971383387;1;1;0;0;1;0;0;1;0;0;1;0;0
NC_000866:P128.6;0,753747806;-0,195005543;2,084130348;0,395802401;0,799780828;1,078844359;1,099618818;1;1;0;1;0;1;0;1;0;1;0;0;1
NC_003298:phi1.5;0,424714019;-0,997800674;-1,199049941;1,909477551;3,556873008;-0,291897954;-0,43920635;0;1;1;1;0;0;1;0;0;1;0;0;1
NC_005045:94734;-1,075793044;-1,554641372;-1,451884141;1,531058763;-0,383822699;-1,687460291;-1,721560657;1;1;1;0;1;0;1;0;0;0;0;0;0
AY543070:273200;0,2034673;-0,415380675;0,134742109;1,152639976;-0,96046575;0,520393787;0,201970803;1;1;1;0;0;0;0;0;0;1;0;0;0
NC_001271:123566;-1,002044115;1,019025228;-0,682388762;1,531058763;0,06051516;-0,613430101;-0,695677211;1;0;1;0;1;0;1;0;0;0;0;0;0
NC_002166:21328;-0,49431108;0,387414424;-1,940161297;0,017383613;-0,85710764;-0,365229847;-0,567441781;1;0;0;0;1;0;0;0;1;1;0;0;0
EU236438:266157;-3,265569121;-1,853721892;0,369254942;1,531058763;-0,066852045;-2,305704561;-2,234502379;0;1;1;0;1;0;1;0;0;0;0;0;0
NC_000902:80559;-0,318448259;-0,694784841;-0,323290862;1,152639976;1,548395702;-0,721735666;-0,695677211;0;1;1;0;1;0;1;0;1;1;0;0;0
NC_000866:P8;0,56370246;2,477042847;0,112406356;-1,11787275;0,560899139;1,547040293;1,356089679;1;0;0;1;0;0;0;1;0;1;0;0;1
NC_000866:P23(w);-1,194925921;1,617186363;0,680717327;1,909477551;-0,184184076;0,998743368;0,971383387;1;0;1;1;0;0;0;1;0;1;0;0;1
NC_011043:189125;-1,436028238;-0,822681136;-1,037822336;0,017383613;-0,425795976;-0,888706746;-0,952148073;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_019401:206320;0,725382724;-0,81677819;-1,979538123;-0,739453962;-0,674744623;-0,270462477;-0,182735489;1;1;1;1;0;0;0;1;0;0;0;1;0
NC_004665:93117;-0,596424989;-1,560544224;-0,362947915;0,017383613;-0,609610003;-1,281314421;-1,465089795;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_011040:phi13;-0,083018999;0,243777063;-0,876594731;1,152639976;3,704752253;0,060095134;-0,054500058;0;1;1;1;0;0;1;0;0;1;0;0;1
NC_000866:P26(w);-0,451763609;2,662000457;0,38024781;1,909477551;0,03479077;1,968980725;1,869031402;1;0;1;1;0;0;0;1;0;1;0;0;1
NC_021190:286976;0,382166667;1,04263692;-0,675060198;0,017383613;-0,398296231;0,166144333;0,330206234;1;0;1;0;1;0;0;0;1;1;0;0;0
NC_000866:57929;0,739565265;0,153265868;-1,382263125;0,395802401;-0,137772416;0,689621233;0,714912526;1;1;1;0;1;0;0;1;0;1;0;0;0
EU236438:265336;-2,536589249;-1,731728543;-0,019156997;1,531058763;0,186435008;-1,264391677;-1,336854365;0;1;1;0;1;0;1;0;0;0;0;0;0
NC_002730:101132;-0,134075903;-0,153685207;-0,631089075;0,017383613;0,135777595;-0,018877674;-0,054500058;1;1;1;0;1;0;1;0;1;1;0;0;0
EU236438:262609;-1,228963891;-1,174887752;-0,448966486;0,017383613;-0,515531943;-1,372697242;-1,465089795;1;1;0;0;1;0;1;0;0;0;0;0;0
AY543070:P14b;1,967768738;1,209885878;0,607432122;0,395802401;-0,593689118;1,683550432;1,740795971;1;1;1;0;1;0;0;0;0;1;0;0;1
NC_005856:pDmt;0,54384693;-1,304751727;-0,011828477;0,774221188;0,6973512;-0,130567788;0,073735373;1;1;1;0;1;0;0;1;1;1;0;0;1
NC_011043:phiOR;-0,335467227;-0,08875325;-0,282605976;0,017383613;3,583889461;0,576802936;0,201970803;0;1;0;1;0;0;1;0;0;0;0;0;1
EU056923:266831;-1,121176992;-1,007638793;0,576510901;-1,874710325;-0,450401015;-1,457310965;-1,336854365;1;1;0;0;1;0;1;0;0;0;0;0;0
AY543070:P054;1,967768738;1,711632754;0,977522671;0,395802401;-0,393205503;1,619244003;1,612560541;1;1;1;1;0;1;0;0;0;1;0;0;1
NC_005856:34472;-1,075793044;-0,324869457;0,475518577;0,774221188;-0,386717406;-0,485945425;-0,43920635;1;1;1;0;1;0;0;1;1;1;0;0;0
NC_009936:243825;-2,284140886;-0,942706852;0,823514242;0,395802401;-0,73842454;-1,506951016;-1,593325226;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_005856:31274;0,974994525;-1,135535089;-1,853552495;-1,496291537;-0,846976133;-1,185418868;-1,080383503;1;1;0;0;1;0;0;1;1;1;0;0;0
NC_019401:210833;0,402022062;0,444475832;-0,49917553;0,774221188;-0,184184076;0,766337675;0,714912526;1;1;1;1;0;0;0;1;0;0;0;1;0
NC_000866:58808;0,109862841;-0,405542486;0,3545979;0,774221188;0,774186323;-0,023390406;0,073735373;1;1;1;1;0;0;0;1;0;1;0;0;0
NC_021190:286120;-0,100037967;-0,962383184;-0,898580293;1,531058763;0,083135861;-1,14818883;-1,080383503;1;1;1;1;0;0;0;0;1;1;0;0;0
NC_009935:P4;-0,638972452;-0,596403089;-0,273963262;0,395802401;4,391389811;-0,537841842;-0,695677211;0;1;0;0;0;0;1;0;0;0;0;0;1
NC_005856:35173;-0,582242499;0,442508199;1,02882249;-0,361035175;-0,468566971;0,353422707;0,201970803;1;1;1;1;0;0;0;1;1;1;0;0;0
NC_004777:196493;-0,982188635;-1,599896981;0,063401496;-1,496291537;-0,459085134;-0,500611804;-0,695677211;1;1;0;0;1;0;1;0;0;0;0;0;0
KU574722:179283;-0,431908147;0,655012767;0,10542794;0,774221188;-0,582347263;0,630955718;0,714912526;1;1;1;0;0;0;0;1;0;0;1;0;0
NC_028816:136241;-1,06161057;0,05685175;-1,008508232;0,774221188;-0,153693319;-0,042569517;0,073735373;1;0;1;0;1;0;1;0;0;0;0;0;0
NC_001604:phi13;-0,083018999;1,566027807;0,10542794;0,395802401;4,475429956;0,955872415;0,843147957;0;0;1;1;0;0;1;0;0;1;0;0;1
NC_004777:196524;-0,21066136;-0,049400546;1,442884163;0,017383613;-0,592241765;-0,474663595;-0,567441781;1;1;1;0;1;1;1;0;0;0;0;0;0
NC_028870:140192;-0,100037967;-0,686914308;-2,100458843;1,152639976;-0,009288582;-1,64120479;-1,593325226;0;1;1;1;0;0;1;0;0;0;0;0;0
KU574722:Porf_436;1,318210717;0,875387868;1,714039773;0,395802401;-0,431597194;0,814849543;0,843147957;1;1;1;1;0;1;0;1;0;0;1;0;1
AY543070:PK28a;1,967768738;1,711632754;0,977522671;0,395802401;-0,118956808;2,059235362;2,125502263;1;1;1;0;1;1;0;0;0;1;0;0;1
KU574722:Porf_189;0,665816403;1,050507452;2,084130498;0,395802401;0,349033902;0,819362275;0,714912526;1;1;1;1;0;1;0;1;0;0;1;0;1
NC_002371:PsieB;0,796295158;0,296903205;-1,730368206;1,152639976;-0,50974253;-0,243386086;-0,310970919;1;1;1;0;1;0;1;0;1;1;0;0;1
NC_019401:208523;0,725382724;0,450378732;-1,271259696;-1,11787275;-0,448953662;1,015666112;1,099618818;1;1;0;0;1;0;0;1;0;0;0;1;0
EU236438:263761;-1,072956549;-1,916686153;-1,003174407;-1,874710325;-0,279613166;-1,624282045;-1,721560657;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_025418:143897;-0,414889145;1,648668493;-0,943211543;0,017383613;-0,411690409;0,434651881;0,073735373;1;0;0;1;0;0;1;0;0;0;0;0;0
NC_019401:230312;-0,085855494;1,394843582;1,714039773;0,017383613;-0,242189218;-0,003083113;0,073735373;1;1;1;0;0;0;0;1;0;0;0;1;0
NC_004165:1810;0,56370246;1,802143973;0,358262248;0,017383613;-0,075536173;0,220297116;0,201970803;1;0;1;0;1;0;1;0;0;0;0;0;0
NC_011085:191283;-0,519839566;0,133589513;0,1988854;-1,496291537;-0,312902324;-0,701428373;-0,695677211;1;1;0;0;1;0;1;0;0;0;0;0;0
AY543070:279184;0,101353357;0,176877489;0,426049492;0,395802401;-0,464874547;0,918642377;0,971383387;1;1;0;0;1;0;0;0;0;1;0;0;0
KU574722:172298;-1,211944923;0,493666708;1,087450654;-0,361035175;-0,186982476;-0,274975209;-0,310970919;1;1;1;0;1;0;0;1;0;0;1;0;0
NC_021190:283770;-0,318448259;-0,104494333;-1,17036738;-1,11787275;0,433932644;-1,30726263;-1,080383503;0;1;0;0;1;0;0;0;1;1;0;0;0
EU056923:267182;-1,898377341;-0,3386429;0,039471255;1,152639976;-0,626978242;-0,859373989;-0,823912642;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_021190:285317;-1,291366841;0,001757963;0,379979938;0,395802401;0,818928937;-0,534457293;-0,310970919;0;1;0;0;1;0;0;0;1;1;0;0;0
KP025626:247423;-1,291366841;-0,415380675;1,714039773;1,152639976;0,347611988;0,215784384;0,073735373;1;1;1;1;0;0;1;0;0;0;0;0;0
NC_019401:210614;-0,341140216;-1,007638793;-1,573850274;-1,11787275;1,012874471;-1,062446924;-1,208618934;0;1;0;0;1;0;0;1;0;0;0;1;0
NC_002649:2059;1,128165372;0,483828542;-0,493271572;0,017383613;-0,635662361;1,473708399;1,356089679;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_006949:296064;-0,596424989;-1,287042982;-1,516283881;-1,874710325;-0,475006019;-0,948500444;-0,823912642;1;1;0;0;1;0;0;0;1;0;0;0;0
NC_001895:pOgr;1,539457571;1,353523239;-0,011828477;0,395802401;-0,184184076;0,893822351;1,099618818;1;1;1;1;0;0;0;1;1;0;0;0;1
NC_005856:35746;0,518318411;-0,248131688;-0,521161179;0,017383613;0,478185089;0,119888832;-0,054500058;1;1;1;0;0;0;0;1;1;1;0;0;0
KU574722:161370;1,28984577;-0,248131688;-0,265219214;-1,874710325;-0,498427182;1,09463892;0,971383387;1;1;0;1;0;0;0;1;0;0;1;0;0
NC_000924:12368;0,699854339;-0,059238723;-0,993103678;-1,11787275;-0,490691565;-0,395690787;-0,310970919;1;1;0;0;0;0;1;0;1;1;0;0;0
NC_001416:25971;-1,231800386;-1,318525112;-0,286648259;-0,361035175;0,137224948;-0,811990304;-0,567441781;0;1;1;0;1;0;0;0;1;1;0;0;0
NC_004913:pRM;0,541010503;0,350029347;-0,164326859;-1,496291537;-0,87950026;0,564392923;0,458441665;1;1;0;1;0;0;1;0;1;1;0;0;1
NC_001317:288280;-0,755268843;-0,594435456;-0,609955525;-1,11787275;0,115170353;-1,400901816;-1,208618934;1;1;0;0;0;0;0;0;1;1;0;0;0
NC_000866:70510;0,810477699;0,176877489;0,200698794;-0,739453962;-0,101588552;0,063479683;0,073735373;1;1;1;0;1;0;0;1;0;1;0;0;0
NC_000866:P65.7/1;0,56370246;1,408616967;-0,187713144;0,774221188;-0,184184076;0,077017879;0,201970803;1;0;1;1;0;0;0;1;0;1;0;0;1
NC_001271:phi11;0,739565265;0,296903205;-0,425890324;-0,361035175;2,942605961;0,074761513;-0,054500058;0;1;1;1;0;0;1;0;0;0;0;0;1
NC_011048:11357;0,861534603;0,58024266;-0,462532927;0,017383613;0,464208973;0,431267332;0,330206234;1;1;1;1;0;0;1;0;0;0;0;0;0
NC_003298:55243;0,518318411;-0,393736687;0,073704921;0,017383613;-0,302770835;-0,487073608;-0,310970919;1;1;0;0;1;0;1;0;0;1;0;0;0
NC_004914:121635;0,036113912;-1,87930117;-1,332876586;-1,11787275;0,176303518;-0,866143087;-0,952148073;1;1;0;0;1;0;1;0;1;1;0;0;0
AY543070:279241;-0,582242499;1,050507452;0,002866097;-1,874710325;-0,930689203;0,201118006;0,201970803;1;0;0;1;0;0;0;0;0;1;0;0;0
KU574722:159810;-0,236189812;-0,08875325;0,673050382;0,017383613;-0,24654204;0,533931983;0,458441665;1;1;0;0;0;0;0;1;0;0;1;0;0
NC_000866:72556;-1,421845697;0,141460046;0,769647638;-1,496291537;-0,821201785;0,664801208;0,586677095;1;1;0;1;0;0;0;1;0;1;0;0;0
NC_021190:286961;-0,519839566;-0,911224675;-1,301649323;-0,361035175;-0,493821645;-1,124496988;-1,208618934;1;1;1;0;1;0;0;0;1;1;0;0;0
KU574722:181383;-0,18229638;0,576307394;-0,61643199;1,531058763;-0,023507727;0,144708857;0,330206234;1;1;1;1;0;0;0;1;0;0;1;0;0
NC_019401:211469;1,539457571;0,493666708;-0,031725521;-1,874710325;-0,518334001;0,857720496;0,971383387;1;1;0;1;0;0;0;1;0;0;0;1;0
NC_001978:105845;-0,403543166;-0,686914308;-0,715367105;-0,739453962;-0,331717916;-1,807047687;-1,721560657;1;1;1;0;1;0;0;0;1;0;0;0;0
NC_021190:287500;-2,04020221;0,267388708;1,02882249;1,531058763;0,189329714;-0,611173735;-0,567441781;1;0;1;0;1;0;0;0;1;1;0;0;0
NC_004831:50769;-0,95666015;-0,05727109;-0,24619462;0,017383613;1,036032122;-1,606231117;-1,465089795;0;1;0;0;1;0;1;0;0;0;0;0;0
NC_003525:111212;-1,141032489;-0,864001432;-0,034608224;-1,874710325;0,374591095;-0,70030019;-0,567441781;1;1;0;0;1;0;1;0;1;1;0;0;0
KU574722:184968;0,013421955;0,50940782;0,221946616;-1,11787275;-0,839739402;0,674954854;0,586677095;1;1;0;0;1;0;0;1;0;0;1;0;0
